seed,tier,cluster_id,size,edge_density,mean_edge_bits,min_edge_bits,weight_spread,diameter,degree_gini,top_signal_share,signup_span_days,signup_burstiness,hour_concentration,median_gap_minutes,lifespan_days,coupon_rate,repeat_rate,near_min_rate,value_cv,distinct_bin_ratio,bin_concentration,distinct_device_ratio,distinct_address_ratio,pincode_concentration,total_discount,discount_per_account,discount_to_revenue,dominant_signal,label,n_ring_members,n_innocent_members,ring_purity,dominant_benign_kind
0,obvious,0,61,0.2524590163934426,19.51537941028545,14.12435531616211,3.551548630942466,7.0,0.4506067702789014,0.3099342017155336,578.8986458333334,0.0327868852459016,0.1392409886120028,6006.541666666667,179.0,0.7213114754098361,0.3114754098360656,0.3278688524590163,0.950413795079062,0.3442622950819672,0.2786885245901639,1.0,0.1475409836065573,1.0,8800.0,144.2622950819672,0.0918503674014696,address,0,0,61,0.0,hostel
0,obvious,1,60,0.2971751412429378,20.46539281801579,14.245288848876951,4.071647002963532,5.0,0.386723700887199,0.2952310758037468,494.1540046296296,0.0333333333333333,0.1139689612227847,6863.05,175.0,0.65,0.2166666666666666,0.4333333333333333,2.3303808461565345,0.4166666666666667,0.1833333333333333,1.0,0.1166666666666666,1.0,7800.0,130.0,0.1092926801928035,address,0,0,60,0.0,hostel
0,obvious,2,60,0.2203389830508474,17.78301647381905,14.016362190246582,3.845356468318598,7.0,0.4802564102564102,0.3541716908860527,169.02395833333333,0.0333333333333333,0.1603338896896926,2595.616666666667,179.0,0.5833333333333334,0.1666666666666666,0.4166666666666667,3.3893384329746628,0.3833333333333333,0.2833333333333333,1.0,0.1,0.9833333333333332,7000.0,116.66666666666669,0.0497014363715111,address,0,0,60,0.0,hostel
0,obvious,3,54,0.1788958770090845,17.13070160523057,14.063051223754885,3.1856307916560684,5.0,0.5085358796296297,0.3524226650875542,293.4017592592593,0.037037037037037,0.1523414168469357,5233.983333333334,177.0,0.7222222222222222,0.2222222222222222,0.3888888888888889,3.2090406178665587,0.4074074074074074,0.2407407407407407,1.0,0.1481481481481481,1.0,7800.0,144.44444444444446,0.0804040820533965,address,0,0,54,0.0,hostel
0,obvious,4,54,0.5241090146750524,17.988622361501058,14.000922203063965,4.4604896671782,4.0,0.2803703703703704,0.2750911420618111,652.7318402777778,0.0185185185185185,0.1024661531405518,13910.966666666667,167.0,0.4629629629629629,0.2777777777777778,0.2962962962962963,3.380146988809132,0.4629629629629629,0.2222222222222222,1.0,0.0185185185185185,1.0,5000.0,92.5925925925926,0.0238074831681094,address,0,0,54,0.0,hostel
0,obvious,5,49,0.5586734693877551,19.149472926123863,14.038196563720703,4.705687034524094,3.0,0.2649644332618892,0.2774108828338892,329.84784722222224,0.0408163265306122,0.1354749609139207,6216.066666666667,179.0,0.5918367346938775,0.3673469387755102,0.3469387755102041,0.9738876926531054,0.4489795918367347,0.2448979591836734,1.0,0.0408163265306122,1.0,5800.0,118.36734693877553,0.0302545029654629,address,0,0,49,0.0,hostel
0,obvious,6,43,0.2059800664451827,18.81857980194912,14.110392570495604,3.9197537707939247,4.0,0.3958489622405601,0.3272017161186178,129.12927083333332,0.0232558139534883,0.1587999421478831,4396.666666666667,176.0,0.4651162790697674,0.3023255813953488,0.3023255813953488,0.8788049348046676,0.3720930232558139,0.2093023255813953,1.0,0.0697674418604651,1.0,4000.0,93.02325581395348,0.0663845324039498,address,0,0,43,0.0,hostel
0,obvious,7,43,0.9579180509413068,50.17755951964097,14.084994316101074,12.552344352412383,2.0,0.0229869606129856,0.2617105346620655,199.78527777777776,0.9534883720930232,0.72279372238789,1.0833333333333333,0.0,1.0,0.0,0.9767441860465116,0.0652739949800821,0.0697674418604651,0.5813953488372093,0.0697674418604651,0.0930232558139534,1.0,8600.0,200.0,0.4532518182776431,device,1,41,2,0.9535,normal
0,obvious,8,37,0.4654654654654654,19.23151980984596,14.214825630187988,4.358558407380276,3.0,0.2625108979947689,0.2974519830733186,174.84429398148148,0.027027027027027,0.1600915006489287,5581.341666666666,163.0,0.4864864864864865,0.2972972972972973,0.3243243243243243,4.063990495621925,0.5405405405405406,0.2972972972972973,1.0,0.027027027027027,1.0,3600.0,97.29729729729728,0.0332048183880905,address,0,0,37,0.0,hostel
0,obvious,9,33,0.3087121212121212,17.280017852783203,14.260735511779783,2.876440270997853,7.0,0.402491169362335,0.3562064073748819,409.6925,0.0606060606060606,0.1048110524755042,11894.175,163.0,0.8181818181818182,0.1818181818181818,0.4545454545454545,0.6039965963772639,0.5151515151515151,0.1818181818181818,1.0,0.1515151515151515,1.0,5400.0,163.63636363636363,0.0618577958005429,address,0,0,33,0.0,hostel
0,obvious,10,25,0.5,19.12133455912272,14.710234642028809,4.673438590054938,4.0,0.2029333333333333,0.3216058577462464,80.68059027777778,0.08,0.185672578761347,3351.266666666667,125.0,0.48,0.12,0.32,0.5932607328324044,0.64,0.2,1.0,0.16,1.0,2400.0,96.0,0.1146624623763795,address,0,0,25,0.0,hostel
0,obvious,11,23,0.4229249011857707,19.74383030650772,14.069014549255373,3.8324467766011945,3.0,0.3027224705404307,0.3719291112834718,11.134166666666667,0.0869565217391304,0.281419731199242,393.53333333333336,167.0,0.6086956521739131,0.6521739130434783,0.3043478260869565,1.1875484162177192,0.6086956521739131,0.2608695652173913,1.0,0.0434782608695652,1.0,2800.0,121.7391304347826,0.0424899086466964,address,0,0,23,0.0,office
0,obvious,12,19,1.0,57.24315696850157,54.40555191040039,2.9726215661274176,1.0,0.0,0.2776959860807989,0.0342939814814814,1.0,0.8627580435484343,2.325,0.0,1.0,0.0,1.0,0.0473899852419563,0.1052631578947368,0.5789473684210527,0.0526315789473684,0.0526315789473684,1.0,3800.0,200.0,0.4589926319603817,device,1,19,0,1.0,
0,obvious,13,19,0.4269005847953216,19.02849685982482,14.418899536132812,3.9059082532062654,4.0,0.2645998558038933,0.379975945983265,3.843622685185186,0.1052631578947368,0.2974648648595666,226.75,156.0,0.4736842105263157,0.631578947368421,0.3684210526315789,1.0659077872058706,0.631578947368421,0.3157894736842105,1.0,0.0526315789473684,1.0,1800.0,94.73684210526316,0.0470514429109159,address,0,0,19,0.0,office
0,obvious,14,17,0.2941176470588235,20.544747519493104,15.26145076751709,3.6317459344170206,4.0,0.325,0.4463550693338129,6.1996875,0.1176470588235294,0.2721477349927765,213.85,178.0,0.7058823529411765,0.4117647058823529,0.3529411764705882,1.1467708281988798,0.7058823529411765,0.2352941176470588,1.0,0.1176470588235294,1.0,2400.0,141.1764705882353,0.0948354210297546,address,0,0,17,0.0,office
0,obvious,15,17,0.6764705882352942,21.364688054375023,14.010595321655272,6.61280410527387,2.0,0.1892583120204603,0.3291781460435499,49.953090277777775,0.1764705882352941,0.2721477349927765,617.25,149.0,0.6470588235294118,0.6470588235294118,0.4117647058823529,3.146526486835614,0.5294117647058824,0.2941176470588235,1.0,0.1764705882352941,1.0,2200.0,129.41176470588235,0.0283454016028036,address,0,0,17,0.0,office
0,obvious,16,15,0.7619047619047619,23.391795468330383,14.311277389526367,5.382720437828649,2.0,0.1191666666666666,0.3741313418951965,6.551805555555555,0.1333333333333333,0.2751889621180285,533.5333333333333,108.0,0.4,0.2,0.1333333333333333,0.7921792898693606,0.4666666666666667,0.4,1.0,0.0666666666666666,1.0,1200.0,80.0,0.062208398133748,address,0,0,15,0.0,office
0,obvious,17,14,1.0,67.88941343538053,67.8492431640625,0.3810886547757972,1.0,0.0,0.2514264071410768,0.037824074074074,1.0,0.7818957080144684,3.35,0.0,1.0,0.0,1.0,0.0442049253718941,0.0714285714285714,1.0,0.0714285714285714,0.0714285714285714,1.0,2800.0,200.0,0.4449388209121245,device,1,14,0,1.0,
0,obvious,18,14,0.2857142857142857,18.32802049930279,14.216721534729004,3.9013661370081287,4.0,0.3681318681318681,0.4282136198119962,13.281712962962963,0.1428571428571428,0.2630728183807969,800.9666666666667,118.0,0.8571428571428571,0.2142857142857142,0.3571428571428571,1.2785653994977184,0.5714285714285714,0.2857142857142857,1.0,0.3571428571428571,1.0,2400.0,171.42857142857142,0.1470858613715756,address,0,0,14,0.0,office
0,obvious,19,13,0.2692307692307692,18.498026121230357,14.206799507141112,4.496670416411137,4.0,0.3406593406593406,0.432710676889223,13.478564814814815,0.0769230769230769,0.3398011798606465,744.2333333333333,121.0,0.5384615384615384,0.1538461538461538,0.2307692307692307,0.5657696266564707,0.6923076923076923,0.1538461538461538,1.0,0.2307692307692307,1.0,1400.0,107.6923076923077,0.1124678663239074,address,0,0,13,0.0,office
0,obvious,20,12,0.8484848484848485,56.02609506675175,14.62496280670166,6.331007788769342,2.0,0.0818452380952381,0.2976598958195043,0.3034953703703704,0.9166666666666666,0.9097447688528432,4.05,0.0,1.0,0.0,1.0,0.0547326725846408,0.1666666666666666,0.5,0.1666666666666666,0.1666666666666666,1.0,2400.0,200.0,0.4715127701375246,device,1,11,1,0.9167,normal
0,obvious,21,11,0.4727272727272727,16.400434714097244,14.377095222473145,2.1684843526878907,3.0,0.3041958041958042,0.4376378953253951,7.158877314814815,0.1818181818181818,0.3247937677758531,909.7416666666668,133.0,0.6363636363636364,0.8181818181818182,0.3636363636363636,2.772766295923935,0.7272727272727273,0.3636363636363636,1.0,0.0909090909090909,1.0,1400.0,127.27272727272728,0.0239943784599036,address,0,0,11,0.0,office
